 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20220119T0700,0.2102454,91.167076,5.2416787,164.0546
20220119T0800,-0.04975462,91.81947,4.73506,171.25385
20220119T0900,-0.1397546,91.40532,5.3999996,180
20220119T1000,1.2902454,87.01757,6.162207,186.70984
20220119T1100,2.3202453,83.46335,6.9247384,207.89728
20220119T1200,2.8302455,83.17055,10.009036,217.69424
20220119T1300,3.3102455,81.32343,10.691453,225
20220119T1400,3.6002455,80.48537,12.783802,237.65256
20220119T1500,3.4302454,80.57561,13.527572,244.79889
20220119T1600,3.3702455,79.45715,11.631956,248.1986
20220119T1700,3.3502455,78.41561,10.30883,245.22485
20220119T1800,3.3502455,76.65568,10.685391,237.38075
20220119T1900,3.3102455,75.47578,11.384198,235.30484
20220119T2000,3.0502453,76.54421,10.1887,237.99463
20220119T2100,2.8902454,78.10614,9.885262,236.88866
20220119T2200,2.8502455,78.09913,9.449572,229.63547
20220119T2300,2.6902456,78.47393,8.217153,208.81079
20220120T0000,2.6102452,79.44677,8.287822,214.38034
20220120T0100,2.7502456,80.349144,7.928177,219.47246
20220120T0200,2.5702453,82.82996,8.14587,225
20220120T0300,2.4202454,86.1404,6.8777895,227.1211
20220120T0400,2.1802454,90.54862,8.587338,213.02386
20220120T0500,2.0702453,92.935196,7.491114,215.21759
20220120T0600,2.0602455,92.86711,7.491114,215.21759
20220120T0700,1.9202454,93.1941,7.9932966,215.83765
20220120T0800,1.9602454,92.05446,7.8954163,223.15239
20220120T0900,2.0502453,91.46228,5.815978,248.1986
20220120T1000,2.6002455,90.12911,7.42159,255.96376
20220120T1100,3.1202455,90.17772,7.771331,256.6075
20220120T1200,4.2402453,81.17164,8.707238,262.875
20220120T1300,4.860245,74.62156,10.464797,296.56506
20220120T1400,5.2002454,72.761505,10.00256,300.25644
20220120T1500,5.1202455,73.16951,10.009036,307.69424
20220120T1600,4.5702453,76.82157,6.696387,306.25385
20220120T1700,3.6302452,80.9009,4.829907,296.56506
20220120T1800,3.0302453,83.07795,6.989936,304.50854
20220120T1900,2.8502455,85.32058,6.4096174,308.15723
20220120T2000,1.9302454,84.207825,6.6087217,330.64227
20220120T2100,1.6202455,84.41313,6.638072,347.4712
20220120T2200,1.0102454,82.11118,6.6087217,330.64227
20220120T2300,-0.1897546,83.78519,7.172949,342.47443
20220121T0000,-0.1997546,84.79093,7.342588,348.69006
20220121T0100,0.7402454,83.48344,5.00128,329.7436
20220121T0200,1.0102454,83.89395,2.2768397,288.43497
20220121T0300,0.030245423,88.3611,1.835647,258.69006
20220121T0400,0.23024541,88.448784,1.08,270
20220121T0500,0.34024543,89.051315,3.9763298,5.194412
20220121T0600,-0.27975458,90.92018,4.510787,28.610443
20220121T0700,-0.5897546,90.823685,6.28713,23.629364
20220121T0800,-0.88975465,90.457664,6.5693827,9.462311
20220121T0900,-0.5497546,89.553825,5.506941,11.309921
20220121T1000,0.7202454,87.52899,6.638072,12.528809
20220121T1100,1.8502454,78.85068,10.495713,22.166351
20220121T1200,2.5702453,72.8099,10.137692,16.504364
20220121T1300,3.1402454,66.711136,9.227524,20.55603
20220121T1400,3.5102453,61.804752,7.968939,18.434952
20220121T1500,3.6202455,60.138832,7.42159,14.03624
20220121T1600,3.4902453,61.0612,5.6920996,18.434952
20220121T1700,2.4502454,66.7958,4.379589,9.462311
20220121T1800,1.5702454,72.00516,1.1384199,341.56506
20220121T1900,1.6002454,73.04305,1.8,233.1301
20220121T2000,1.0502454,76.96984,0.8049845,333.43497
20220121T2100,0.9102454,78.21879,0.8049845,333.43497
20220121T2200,0.6802454,79.82986,1.1384199,18.434952
20220121T2300,0.52024543,81.003075,1.4399999,89.99999
20220122T0000,0.7202454,81.15601,0.8049845,116.56505
20220122T0100,0.52024543,81.30562,1.484318,194.03624
20220122T0200,-0.1897546,83.47264,3.096837,215.53769
20220122T0300,-0.3097546,83.956055,3.096837,215.53769
20220122T0400,-0.39975458,85.01726,3.219938,206.56505
20220122T0500,-0.34975457,85.024055,3.9763298,185.19443
20220122T0600,-0.40975457,84.88889,2.9024127,187.12502
20220122T0700,-0.15975457,83.852135,3.6179552,185.71059
20220122T0800,0.3002454,82.06295,3.6,180
20220122T0900,0.4202454,82.57216,2.1897945,189.46233
20220122T1000,1.2302454,80.21937,1.8,216.8699
20220122T1100,2.3502455,75.68268,1.2979984,213.69006
20220122T1200,3.5202456,72.630226,1.5273507,225
20220122T1300,4.5302453,69.501854,1.1384199,341.56506
20220122T1400,5.250245,67.01136,1.1384199,341.56506
20220122T1500,5.440245,66.66393,0.8049845,296.56506
20220122T1600,5.5502453,65.816246,1.835647,348.69006
20220122T1700,4.960245,68.13382,2.2768397,18.434952
20220122T1800,3.4402456,75.55597,2.9024127,60.25511
20220122T1900,1.0402454,85.33609,3.8773184,68.19859
20220122T2000,0.4902454,88.151276,3.7585104,73.30075
20220122T2100,-0.019754589,90.67575,2.8799999,89.99999
20220122T2200,-0.98975456,92.76719,3.319036,77.47118
20220122T2300,-0.5797546,92.59389,2.4149535,63.43495
20220123T0000,-0.8497546,94.09589,2.7416782,66.8014
20220123T0100,-0.8097546,94.30815,2.5455842,81.869896
20220123T0200,-0.9597546,94.788826,2.5455842,81.869896
20220123T0300,-1.1597546,95.1991,2.7416782,66.8014
20220123T0400,-1.2597545,95.47621,2.6208394,74.054596
20220123T0500,-1.2897546,95.54538,3.9763298,84.805565
20220123T0600,-1.3397546,95.68454,3.319036,77.47118
20220123T0700,-0.7097546,95.57944,4.452954,75.96376
20220123T0800,-0.76975465,95.50528,3.319036,77.47118
20220123T0900,0.2402454,93.82544,3.671294,78.69006
20220123T1000,1.0502454,92.58744,4.6800003,67.380135
20220123T1100,2.5502453,88.12064,5.4119864,86.18592
20220123T1200,3.7102456,85.55316,4.68,89.99999
20220123T1300,4.710245,79.33268,5.0528407,85.91438
20220123T1400,5.5902452,72.31457,5.634891,63.43495
20220123T1500,5.9902453,69.974686,7.289445,57.094757
20220123T1600,5.6402454,73.00885,6.297428,59.036255
20220123T1700,3.4502454,77.52066,7.4128532,60.945396
20220123T1800,2.4002454,79.82155,7.289444,69.77513
20220123T1900,1.7402455,82.10108,5.95906,64.98311
20220123T2000,0.9102454,84.37795,5.154415,65.224846
20220123T2100,0.000245392,86.79751,5.3517847,70.346176
20220123T2200,-0.2697546,87.08792,4.452954,75.96376
20220123T2300,-0.8497546,87.2127,4.3349743,94.76365
20220124T0000,-1.0497546,88.305244,5.6920996,108.434944
20220124T0100,-1.4297546,88.66012,4.8965297,126.027374
20220124T0200,-1.6097547,89.17418,4.39436,124.99202
20220124T0300,-1.4197546,90.47323,4.0249224,116.56505
20220124T0400,-1.6997546,90.17448,3.7064266,119.054596
20220124T0500,-1.8697547,90.0895,3.7585104,106.69924
20220124T0600,-1.9297546,89.610245,4.452954,104.03624
20220124T0700,-1.8897547,89.479744,4.802999,102.99461
20220124T0800,-1.6297547,89.038155,4.510787,118.61046
20220124T0900,-0.73975456,86.96564,5.1165614,140.71059
20220124T1000,0.4302454,85.76296,5.1165614,140.71059
20220124T1100,1.5802454,81.713974,6.792466,147.99461
20220124T1200,2.5802455,78.45484,7.7879906,146.30994
20220124T1300,3.2902455,75.86109,5.692099,145.30484
20220124T1400,4.0102453,73.69732,4.6102495,128.6598
20220124T1500,4.4402456,72.87238,4.510787,118.61046
20220124T1600,4.2602453,78.00317,4.0249224,116.56505
20220124T1700,5.3102455,68.76426,5.00128,120.25643
20220124T1800,3.8502455,75.96612,3.096837,125.537674
20220124T1900,0.5302454,85.83944,4.8433046,138.01279
20220124T2000,-0.40975457,89.037346,5.904439,142.4314
20220124T2100,-0.65975463,90.01015,6.1305785,139.76364
20220124T2200,-0.63975465,89.811455,6.1094027,135
20220124T2300,-0.3897546,88.31406,4.39436,145.00798
20220125T0000,-0.5697546,87.31168,5.495161,148.3925
20220125T0100,-0.98975456,88.31207,5.00128,149.74356
20220125T0200,-1.4997545,90.05962,4.829907,153.43495
20220125T0300,-1.7397546,90.23816,4.829907,153.43495
20220125T0400,-1.8697547,90.90534,4.6938257,147.52881
20220125T0500,-2.0997548,91.70699,4.6938257,147.52881
20220125T0600,-2.0897546,92.05308,5.1165614,140.71059
20220125T0700,-2.3697548,92.72369,4.8433046,138.01279
20220125T0800,-2.5797548,93.54802,4.39436,145.00798
20220125T0900,-1.6097547,92.44,5.315336,151.69923
20220125T1000,0.11024541,91.15803,4.5536795,161.56505
20220125T1100,0.64024544,88.42862,5.5887027,165.06857
20220125T1200,2.1202455,82.09824,5.8603754,169.38034
20220125T1300,3.4702454,77.12813,6.489992,176.82018
20220125T1400,4.610245,71.90202,6.489992,183.17982
20220125T1500,5.1802454,72.1254,5.4477882,187.59465
20220125T1600,5.6002455,69.1308,4.379589,170.53767
20220125T1700,4.2902455,76.380936,3.4152596,161.56505
20220125T1800,2.0402455,83.85315,2.9024127,150.25511
20220125T1900,0.2502454,89.63604,3.5455887,156.0375
20220125T2000,-1.0397546,93.03956,3.0758414,159.44395
20220125T2100,-1.0697546,93.24503,2.968636,165.96376
20220125T2200,-1.5297545,93.13985,3.319036,167.47119
20220125T2300,-1.2897546,92.122536,4.452954,165.96376
20220126T0000,-1.6097547,92.026054,6.0347,162.64597
20220126T0100,-1.9797546,92.339455,5.0142193,158.9625
20220126T0200,-2.2897544,92.45182,3.4152596,161.56505
20220126T0300,-2.5497546,92.1513,3.319036,167.47119
20220126T0400,-2.7897544,92.269455,3.2399998,180
20220126T0500,-2.6697545,91.9323,2.9024127,187.12502
20220126T0600,-2.7297544,91.85749,2.9024127,187.12502
20220126T0700,-2.6197548,91.72884,3.2599385,186.3402
20220126T0800,-2.8297548,92.965576,3.2399998,180
20220126T0900,-1.9297546,92.482315,4.3349743,184.76364
20220126T1000,-0.76975465,90.941864,3.7585104,196.69925
20220126T1100,-0.5897546,91.56858,4.072935,225
20220126T1200,0.000245392,87.63958,5.3999996,216.8699
20220126T1300,0.7102454,85.29267,5.3517847,227.72632
20220126T1400,1.3702455,83.02048,4.452954,255.96376
20220126T1500,1.8402454,80.91454,4.379589,260.5377
20220126T1600,2.0402455,86.53514,4.0249224,296.56506
20220126T1700,2.7002454,83.212715,6.489992,340.55997
20220126T1800,1.6502454,87.50774,2.5959969,236.30994
20220126T1900,0.8702454,91.628555,2.0991426,210.96376
20220126T2000,-0.16975462,92.42187,2.5455842,188.1301
20220126T2100,-1.1097546,93.172615,2.6208394,164.0546
20220126T2200,-1.9697546,94.29805,2.4149535,116.56505
20220126T2300,-1.6097547,92.44,3.4152596,198.43495
20220127T0000,-1.7797545,93.46912,3.8773184,201.8014
20220127T0100,-2.5597544,93.268234,3.219938,206.56505
20220127T0200,-2.9097548,94.01789,2.4149535,206.56505
20220127T0300,-3.0797548,94.005264,3.2599385,186.3402
20220127T0400,-3.2697544,94.20472,4.6800003,202.61987
20220127T0500,-3.2697544,94.06223,5.154415,204.77515
20220127T0600,-3.3397546,92.92337,4.2136917,199.98311
20220127T0700,-3.1397548,92.16885,4.2136917,199.98311
20220127T0800,-3.8297548,93.87727,4.5536795,198.43495
20220127T0900,-2.4597545,91.32928,5.634891,206.56505
20220127T1000,-1.6697546,90.17752,5.3517847,222.27368
20220127T1100,-1.6297547,87.051674,7.5685663,244.65384
20220127T1200,-1.0597546,81.78803,7.7879906,236.30994
20220127T1300,-0.3897546,78.81211,8.287822,235.61966
20220127T1400,0.5602454,76.074936,8.217153,241.18921
20220127T1500,1.2202454,75.29562,8.707237,240.25513
20220127T1600,1.5902454,77.41422,7.7879906,236.30994
20220127T1700,0.4402454,85.51025,6.6087217,240.64226
20220127T1800,0.3602454,86.07254,6.9153743,231.3402
20220127T1900,0.3102454,85.93855,6.9153743,218.65982
20220127T2000,0.030245423,87.57807,7.5942082,211.42957
20220127T2100,0.5402454,86.0954,6.989936,214.50853
20220127T2200,1.0702454,86.67162,8.39657,210.96376
20220127T2300,1.3202454,90.46886,6.8777895,222.8789
20220128T0000,1.4402454,92.955826,8.435069,219.80557
20220128T0100,1.3802454,94.45232,7.8954163,226.84761
20220128T0200,1.4202454,93.77017,7.2,233.1301
20220128T0300,1.3302454,94.31176,5.95906,244.98311
20220128T0400,1.4402454,94.18175,4.8965297,233.97263
20220128T0500,1.3302454,93.42305,4.8433046,221.98721
20220128T0600,1.1302454,93.408714,4.8965297,216.02737
20220128T0700,1.3902454,92.8167,6.439876,206.56505
20220128T0800,1.4002454,93.22411,6.830519,198.43495
20220128T0900,1.0802454,93.7467,7.42159,202.83365
20220128T1000,1.7002454,92.1674,7.10031,210.46555
20220128T1100,2.6802454,92.17857,5.8603754,227.48956
20220128T1200,3.6102452,90.93797,6.830519,251.56506
20220128T1300,4.360245,89.90533,7.5685663,272.72632
20220128T1400,5.130245,85.361786,7.9526596,275.19443
20220128T1500,5.6002455,79.87762,7.0911775,293.9625
20220128T1600,5.650245,79.828384,4.896529,287.10272
20220128T1700,4.670245,83.30884,5.4477882,277.59464
20220128T1800,4.3402452,83.985466,3.563818,225
20220128T1900,3.9102454,84.77974,1.484318,194.03624
20220128T2000,3.4002452,86.82265,0.8049845,153.43495
20220128T2100,2.3202453,89.51582,0.71999997,180
20220128T2200,1.3302454,92.137474,2.52,180
20220128T2300,0.6202454,93.166595,3.0758414,159.44395
20220129T0000,0.000245392,93.326004,4.3498964,155.55605
20220129T0100,-0.05975461,92.49907,5.4477882,172.40535
20220129T0200,-0.73975456,93.89463,4.73506,188.74615
20220129T0300,-0.77975464,95.08159,5.04,180
20220129T0400,-0.29975462,94.27307,4.452954,194.03624
20220129T0500,-0.2597546,94.76371,5.495161,211.6075
20220129T0600,-0.39975458,93.64154,6.6087217,209.35776
20220129T0700,-0.40975457,94.05695,6.489992,213.69006
20220129T0800,0.070245415,95.624115,6.989936,214.50853
20220129T0900,0.5002454,93.912476,7.24486,206.56505
20220129T1000,1.3102454,91.86717,8.78872,214.99202
20220129T1100,2.7002454,84.005905,12.475961,223.83087
20220129T1200,4.0702453,76.22923,11.457958,226.27303
20220129T1300,4.9702454,72.450516,11.966954,226.21889
20220129T1400,5.8402452,71.428856,11.709688,225
20220129T1500,6.4302454,71.345665,10.97262,228.9909
20220129T1600,6.290245,73.08603,12.261157,229.76364
20220129T1700,5.900245,76.67247,11.592894,233.84181
20220129T1800,5.5802455,81.026375,12.261157,229.76364
20220129T1900,5.540245,84.14509,13.246826,227.2026
20220129T2000,5.630245,84.33681,13.783817,229.23639
20220129T2100,5.8402452,84.30412,13.324863,231.58195
20220129T2200,6.0102453,83.61088,14.021525,228.12213
20220129T2300,5.7202454,85.55582,12.496718,228.50352
20220130T0000,5.8102455,85.50606,12.475961,226.16914
20220130T0100,5.6402454,86.76931,12.599998,233.1301
20220130T0200,5.790245,86.724815,11.681987,236.30994
20220130T0300,5.6802454,88.951065,11.183201,236.82149
20220130T0400,5.650245,90.15039,11.304229,232.76517
20220130T0500,5.630245,90.02137,10.233123,230.7106
20220130T0600,5.5602455,91.037994,8.942214,229.8991
20220130T0700,5.500245,91.41945,7.8954163,226.84761
20220130T0800,5.3002453,91.791855,7.386582,226.97495
20220130T0900,5.3902454,91.92852,6.638072,229.39871
20220130T1000,6.020245,89.36123,5.495161,238.3925
20220130T1100,6.940245,86.00383,8.217153,241.18921
20220130T1200,7.880245,80.51638,8.654986,253.07248
20220130T1300,8.400246,74.33548,7.9932976,277.76517
20220130T1400,8.910245,66.98169,7.8625183,285.9454
20220130T1500,8.660245,67.69294,7.172949,287.52557
20220130T1600,8.5602455,65.85819,5.00128,300.25644
20220130T1700,7.360245,69.06873,4.198285,300.96378
20220130T1800,7.0502453,71.47434,2.9024127,262.875
20220130T1900,5.790245,77.87341,2.0991426,239.03624
20220130T2000,4.5402455,81.92319,1.484318,194.03624
20220130T2100,2.7902455,87.25627,3.9763298,185.19443
20220130T2200,0.5702454,92.68554,5.04,180
20220130T2300,1.1202455,90.25142,6.989936,214.50853
20220131T0000,1.1302454,90.31855,4.896529,197.10272
20220131T0100,1.1302454,89.46179,5.506941,191.30994
20220131T0200,1.7102454,87.899666,7.42159,202.83365
20220131T0300,1.9302454,85.70246,8.217153,208.81079
20220131T0400,3.9002452,81.70941,9.021574,208.61046
20220131T0500,5.0702453,81.648994,12.682018,214.59229
20220131T0600,5.3402452,82.51167,14.76439,225
20220131T0700,5.380245,81.81206,18.391737,229.76364
20220131T0800,5.2802453,82.79876,21.897945,226.33223
20220131T0900,4.7002454,86.290825,21.67487,237.89374
20220131T1000,4.4302454,89.20871,21.749481,245.55606
20220131T1100,5.0902452,88.51485,14.372974,247.9321
20220131T1200,5.1802454,88.27278,19.562946,257.24246
20220131T1300,5.5802455,86.76252,16.981165,265.1355
20220131T1400,5.5502453,81.95411,16.954432,273.65222
20220131T1500,5.7002454,78.86994,18.089775,275.7106
20220131T1600,5.630245,74.49975,18.089775,275.7106
20220131T1700,5.1402454,75.43656,14.869351,276.95297
20220131T1800,4.5302453,76.702896,15.03835,281.04095
20220131T1900,4.4402456,73.72909,16.62249,287.65012
20220131T2000,4.2202454,72.93424,15.226764,276.78897
20220131T2100,3.7302456,76.16625,16.299694,276.34018
20220131T2200,3.2402453,79.43554,16.595179,273.7314
20220131T2300,3.1902456,80.30256,12.964998,268.40887
20220201T0000,3.0802455,81.34725,14.332341,281.59216
20220201T0100,3.1302452,81.11788,14.689589,287.10272
20220201T0200,3.2402453,79.55172,12.324414,276.70984
20220201T0300,3.2702456,78.344444,11.5199995,270
20220201T0400,3.1302452,79.417206,12.979984,273.17984
20220201T0500,3.1002455,79.644936,11.885453,268.26428
20220201T0600,2.8902454,80.84357,11.570515,264.64417
20220201T0700,2.6802454,80.81032,10.495713,247.83365
20220201T0800,2.6202455,80.151505,10.464797,243.43495
20220201T0900,2.7602453,79.41358,11.304229,232.76517
20220201T1000,2.9802456,78.06462,11.457958,226.27303
20220201T1100,3.2402453,74.14127,19.107151,227.29062
20220201T1200,3.3302455,72.323494,16.80857,223.2643
20220201T1300,3.4202452,73.09282,16.981165,212.00539
20220201T1400,3.7602453,70.36186,18.709612,210.01837
20220201T1500,3.7802453,70.73052,17.477621,212.38068
20220201T1600,3.7602453,73.80964,17.581125,222.51045
20220201T1700,3.7902455,76.848305,18.899143,229.63547
20220201T1800,3.2102456,87.43051,19.228851,231.84277
20220201T1900,3.0402455,92.14044,19.734436,231.66666
20220201T2000,3.3402452,92.230034,18.892282,239.03624
20220201T2100,3.8702455,92.07307,17.906157,239.82648
20220201T2200,4.2002454,92.955376,17.673029,236.63364
20220201T2300,4.5002456,93.57235,17.884428,229.8991
20220202T0000,4.9702454,93.60277,17.935081,231.5198
20220202T0100,5.3202453,93.9556,17.786331,234.05789
20220202T0200,5.650245,94.37252,17.414474,240.25513
20220202T0300,6.0802455,94.72778,17.551615,244.48615
20220202T0400,6.3202453,95.13823,16.055353,250.34618
20220202T0500,6.7802453,93.781,14.345898,252.47443
20220202T0600,7.0902452,93.2148,13.358861,255.96376
20220202T0700,7.2602453,93.54967,12.849528,258.69006
20220202T0800,7.460245,92.851364,12.015589,261.38434
20220202T0900,7.770245,91.912796,12.144331,258.02386
20220202T1000,8.150246,90.428314,13.779114,250.14479
20220202T1100,8.490246,88.970055,11.27553,253.30075
20220202T1200,8.5602455,89.22266,14.241629,253.85567
20220202T1300,8.740245,90.228096,14.440443,265.71085
20220202T1400,8.880245,90.42611,14.77755,267.2073
20220202T1500,9.0602455,90.37873,12.144331,258.02386
20220202T1600,9.100245,91.066635,11.841756,250.46335
20220202T1700,9.080245,91.440506,10.495713,247.83365
20220202T1800,8.790245,93.128845,10.966713,246.8014
20220202T1900,8.590245,94.20907,10.00256,239.74356
20220202T2000,8.320246,95.30062,8.714677,231.70984
20220202T2100,8.120246,96.01434,7.145796,229.08562
20220202T2200,7.9902453,96.33957,6.4096174,218.15723
20220202T2300,7.7002454,97.328285,7.491114,215.21759
20220203T0000,7.420245,97.3866,7.127636,225
20220203T0100,7.3402452,97.45132,5.1919937,213.69006
20220203T0200,7.1002455,97.040405,3.8773184,201.8014
20220203T0300,6.900245,96.76491,4.3349743,184.76364
20220203T0400,6.520245,96.75077,5.0528407,175.91438
20220203T0500,6.5302453,96.68391,4.452954,165.96376
20220203T0600,6.3202453,96.67589,4.510787,151.38954
20220203T0700,6.020245,97.61318,4.6938257,147.52881
20220203T0800,5.8302455,98.222435,5.6233797,140.19443
20220203T0900,5.980245,97.54385,6.618519,135
20220203T1000,6.210245,95.59875,6.193674,144.46231
20220203T1100,6.670245,91.89585,6.9527545,158.7495
20220203T1200,6.9702454,90.834785,10.24578,161.56505
20220203T1300,7.4502454,89.306656,9.255571,166.50427
20220203T1400,8.330246,85.924164,6.924738,188.97263
20220203T1500,8.700245,83.43933,6.9247384,207.89728
20220203T1600,8.710245,85.01954,6.0347,197.35403
20220203T1700,7.380245,89.549446,5.04,180
20220203T1800,6.8502455,90.76152,5.1544156,167.90524
20220203T1900,6.4702454,91.816635,4.452954,165.96376
20220203T2000,5.980245,92.81646,2.968636,165.96376
20220203T2100,5.4502454,91.86826,3.9763298,185.19443
20220203T2200,5.1602454,91.45687,5.8603754,190.61966
20220203T2300,4.4902453,92.77777,5.315336,208.30077
20220204T0000,3.7202454,93.587685,5.3517847,199.65382
20220204T0100,3.9602456,94.340004,6.12,208.0725
20220204T0200,4.4402456,95.44501,6.9153743,218.65982
20220204T0300,5.4502454,95.29436,6.297428,210.96376
20220204T0400,5.6602454,95.50563,6.6087217,209.35776
20220204T0500,5.440245,93.566826,6.763786,205.20113
20220204T0600,5.420245,91.99572,6.193674,215.53769
20220204T0700,5.520245,90.713844,7.7879906,213.69006
20220204T0800,5.360245,90.31605,7.9036193,210.06859
20220204T0900,4.980245,88.88217,8.39657,210.96376
20220204T1000,4.980245,88.12654,7.8954163,204.22775
20220204T1100,5.7802453,87.5877,10.799999,233.1301
20220204T1200,6.230245,85.920586,13.089354,238.49574
20220204T1300,6.880245,83.72671,12.24,241.92752
20220204T1400,7.0502453,82.11222,14.168641,242.78389
20220204T1500,7.270245,79.80088,14.88242,237.84772
20220204T1600,7.520245,75.65956,13.324863,231.58195
20220204T1700,7.6002455,73.815605,11.480557,228.81409
20220204T1800,7.860245,73.186615,13.783817,220.76361
20220204T1900,8.000245,74.1548,16.199999,216.8699
